UID,title,authors,keywords,sessions
D3-6,採血ロボットに求められるコミュニケーションスタイル,西川寛之,,D3:テーマセッション2: 人とAIの共生に向けた対話システム・言語使用の研究(2)
E3-1,日本語長単位語における語彙素推定,尾崎太亮|古宮嘉那子|浅原正幸|小木曽智信,,E3:テーマセッション6: 人文学と言語処理(3)
E3-2,場所表現の地理的曖昧性を解消するための質問内容生成,清水美緒奈|林純子|久田祥平|若宮翔子|荒牧英治|大内啓樹,,E3:テーマセッション6: 人文学と言語処理(3)
E3-3,満洲語古典語における母音調和の計算言語学的考察,坂上温紀|坂井優介|上垣外英剛|渡辺太郎,,E3:テーマセッション6: 人文学と言語処理(3)
E3-4,言語学からみた記号接地，問題？,川原功司,,E3:テーマセッション6: 人文学と言語処理(3)
E3-5,地理的言及に対するエンティティ・リンキングにおける住所階層の利用,三森尊|乾孝司,,E3:テーマセッション6: 人文学と言語処理(3)
E3-6,BERTによる辞書推定システムを用いた近代以前の日本語文書の形態素解析の精度向上,臼井久生|古宮嘉那子|小木曽智信,,E3:テーマセッション6: 人文学と言語処理(3)
P3-1,RoBERTaとT5を用いた2段階モデルによる国語答案の文字認識誤り訂正,鈴木里菜|臼井久生|尾崎太亮|NguyenTuanHung|古宮嘉那子|石岡恒憲|中川正樹,,P3:ポスター
P3-2,自動アノテーションを導入したG-Eval による英文要約課題評価,藤田晃輔|山田寛章|徳永健伸|石井雄隆|澤木泰代,,P3:ポスター
P3-3,IMPARA-GED：言語モデルの文法誤り検出能力に着目した文法誤り訂正の参照文なし自動評価,坂井優介|五藤巧|渡辺太郎,,P3:ポスター
P3-4,生成AIによる多肢選択式語彙問題および錯乱肢の生成と訂正,内田諭|畔元里沙子|吉村理一|伊藤薫,,P3:ポスター
P3-5,言語モデルを用いた看護師国家試験問題の誤答選択肢自動生成,城戸祐世|山田寛章|徳永健伸|木村理加|三浦友理子|佐居由美|林直子,,P3:ポスター
P3-6,統語的複雑性指標を用いたL2日本語学習者エッセイ評価,小畑文佳|田川拓海|小野雄一,,P3:ポスター
P3-7,Incorporating Rule-Based Methods with Prompt-Based Techniques for Indigenous Language Generation,JustinVasselli|ArturoMartínezPeguero|渡辺太郎,,P3:ポスター
P3-8,LLMとDocker環境を統合した対話型言語処理教育プラットフォームの設計と実装,長谷部陽一郎,,P3:ポスター
P3-9,文法誤り訂正における人手評価と自動評価の乖離とその解決,五藤巧|坂井優介|渡辺太郎,,P3:ポスター
P3-10,文法誤り検出/訂正における訓練データと評価データのドメイン不一致による性能向上現象,木村学|永田亮,,P3:ポスター
P3-11,Attention機構を用いた授業発話分析に基づく教員発話に対するアドバイス生成とLLMによる自動評価,大西朔永|児嶋祥成|椎名広光|保森智彦,,P3:ポスター
P3-12,LLM を用いた複数レシピに対する調理計画手法の検討,山口泰弘,,P3:ポスター
P3-13,動的な Few-shot の事例選択を用いた商品属性情報の正規化,岡崎真治|伊東賢二|浅野孝平|稲田和明|張信鵬,,P3:ポスター
P3-14,大規模言語モデルと患者表現辞書を用いた病名診断の精度検証,宇都宮和希|坂野遼平,,P3:ポスター
P3-15,自己教師あり学習を用いた 自由会話音声からの早期アルツハイマー病の予測,桑山芳明|坪倉和哉|入部百合絵|横井克典|中村昭範|北岡教英|勝野雅央,,P3:ポスター
P3-16,CloudArchitectBuddy 構造的状態制御に基づくシステム主導型設計支援,小比田涼介|春日瑛,,P3:ポスター
P3-17,国語科共通テスト試行調査を用いたRAGによる答案生成の評価と再検索RAGの提案,一柳壮綱|古宮嘉那子|石岡恒憲|中川正樹,,P3:ポスター
P3-18,大規模言語モデルを用いた講義振り返りテキストからの学生の成績推定,青野広太郎|笹野遼平,,P3:ポスター
P3-19,診療データベースを用いたカルテスクリーニング,柴田大作|辻川剛範|渋谷恵|森田智子|久保雅洋|中川敦寛|重田昌吾|島田宗昭,,P3:ポスター
P3-20,大阪大学SEEDSプログラム受講生によるライティング成果の「科学的にダメな点」調査と分析,東山愛|堀一成,,P3:ポスター
P3-21,学生によるプロンプトチューニングを用いた謝罪するロボットのもたらす教育効果,酒造正樹|小野田凌也,,P3:ポスター
P3-22,生成AIによるセリフ文章を利用したタイピングゲーム,鈴木里彩|松吉俊,,P3:ポスター
P3-23,Policy-Value Monte-Carlo 木探索を用いた将棋の解説文に出現する手順の予測,池田大雅|鶴岡慶雅,,P3:ポスター
Q3-1,移動軌跡に関する質問応答データセット,浅野輝|大内啓樹|春日瑛|米谷竜,,Q3:ポスター
Q3-2,LLM-jp-3 VILA: 日本語マルチモーダルデータセット及び強力な日本語マルチモーダルモデルの構築,笹川慶人|前田航希|杉浦一瑳|栗田修平|岡崎直観|河原大輔,,Q3:ポスター
Q3-3,Vision Language Modelを用いた走行画像認識性能の検証,表野理人|針屋慶吾|福田有輝也|米陀佳祐|菅沼直樹,,Q3:ポスター
Q3-4,視覚言語モデルの識別性能に関する評価用ベンチマークの構築,村岡雅康|岡崎直観,,Q3:ポスター
Q3-5,Asagi: 合成データセットを活用した大規模日本語VLM,上原康平|黒瀬優介|安道健一郎|JialiChen|FanGao|金澤爽太郎|坂本拓彌|竹田悠哉|BomingYang|XinjieZhao|村尾晃平|吉田浩|田村孝之|合田憲人|喜連川優|原田達也,,Q3:ポスター
Q3-6,Data Augmentation for Open-Domain Live Commentary Generation,EricaK.Shimomoto|EdisonMarrese-Taylor|小林一郎|高村大也|宮尾祐介,,Q3:ポスター
Q3-7,大規模言語モデルによるセリフを含む物語の可視化手法,瀧本隼矢|竹内孔一,,Q3:ポスター
Q3-8,半自己回帰的に拡散モデルを活用するトレースベースの意図反映キャプション生成,平野理子|小林一郎,,Q3:ポスター
Q3-9,バナー広告における画像と広告コピーの評価ベンチマーク構築,遠藤洸亮|脇本宏平|宮西洋輔|岡崎直観,,Q3:ポスター
Q3-10,高精度な日本語マルチモーダル大規模言語モデルの構築にむけたデータセットの検討,田中幹大|朱佩菲|横尾修平,,Q3:ポスター
Q3-11,ロールプレイングゲームの画面情報分析による選択可能テキストの抽出,狩野竜示|森友亮|荒牧岳志,,Q3:ポスター
Q3-12,大規模視覚言語モデルにおける言語タスクに対する視覚情報の影響,吉田大城|林和樹|坂井優介|上垣外英剛|林克彦|渡辺太郎,,Q3:ポスター
Q3-13,Large Vision Language Modelへの文書画像内テキスト埋め込みの検証,會田勇斗|陳実|森長誠|近江崇宏|有馬幸介,,Q3:ポスター
Q3-14,漫画話者認識における VLM の有効性,呂博軒|能地宏,,Q3:ポスター
Q3-15,How Much Can Large Language Models Guide Body Movements of 3D Digital Human Agents?,KunhangLi|JasonNaradowsky|YansongFeng|YusukeMiyao,,Q3:ポスター
Q3-16,A Study on Multi-modal Interaction in Vision Large Language Models,魏厚静|趙羽風|石鈺亭|井之上直也,,Q3:ポスター
Q3-17,Classifying the Relation Between Images and Text on Social Media Using Vision-Language Models,EdisonMarrese-Taylor|MatissRikters,,Q3:ポスター
Q3-18,Stable Diffusion を利用したシンボルマーク画像の生成,藤本竜也|竹内孔一,,Q3:ポスター
Q3-19,動画データと画像キャプション生成を用いた音とテキストペアの自動生成,石川裕地|齋藤主裕|青木義満,,Q3:ポスター
Q3-20,Open-source Human Evaluation Framework for Video-to-Text and Video-to-Audio Systems,GoranTopic|GrahamNeubig|KatsuhitoSudoh|YukiSaito|ShinnosukeTakamichi|RyosukeMatsushita|KotaIura|HiroyaTakamura|TatsuyaIshigaki,,Q3:ポスター
Q3-21,日本語小論文自動採点システムに関する画像データの活用,森本仁|竹内孔一,,Q3:ポスター
Q3-22,Paper2Poster: LLMを用いた学術ポスターの生成,増田大河|田中翔平|平澤寅庄|牛久祥孝,,Q3:ポスター
Q3-23,llm-jp-eval-mm: 日本語視覚言語モデルの自動評価基盤,前田航希|杉浦一瑳|小田悠介|栗田修平|岡崎直観,,Q3:ポスター
Q3-24,動画キャプション生成におけるマルチモーダル LLM のハルシネーション分析,仲田勝太|近藤雅芳,,Q3:ポスター
Q3-25,VLMによるソフトウェア図表の理解に関する予備調査,高橋舞衣|小原有以|中澤初穂|秋信有花|倉林利行|倉光君郎,,Q3:ポスター
A4-1,大規模言語モデルのための日本語安全性境界テスト,黒澤友哉|高山隼矢|綿岡晃輝|小林滉河|浅原正幸|西内沙恵,,A4:NLPモデルの評価・安全性・信頼性(4)
A4-2,SIPeN: パーソナルナラティブから構築された尺度推意ベンチマーク,佐野朗人|土井智暉|綿引周|谷中瞳,,A4:NLPモデルの評価・安全性・信頼性(4)
A4-3,敵対的事例に対する日本語処理モデルの頑健性向上の試み,秋本一樹|森本文哉|小野智司,,A4:NLPモデルの評価・安全性・信頼性(4)
A4-4,大規模言語モデルにおける社会的バイアスの抑制と文化的常識の理解のトレードオフの分析,山本泰成|九門涼真|DanushkaBollegala|谷中瞳,,A4:NLPモデルの評価・安全性・信頼性(4)
A4-5,コーパスの逆蒸留,盧慧敏|磯沼大|森純一郎|坂田一郎,,A4:NLPモデルの評価・安全性・信頼性(4)
A4-6,大規模言語モデルの法廷通訳への導入可能性の検証,山岸聖子|神藤駿介|宮尾祐介,,A4:NLPモデルの評価・安全性・信頼性(4)
B4-1,アテンションが記憶想起の認知モデルたりうるならば、記憶の表現としては何が妥当か？,吉田遼|磯野真之介|梶川康平|染谷大河|杉本侑嗣|大関洋平,,B4:心理言語学・認知モデリング(2)
B4-2,大規模マルチモーダル言語モデルによる認知症の言語症状の再現,山越貴耀|青山龍平|荒牧英治|大関洋平,,B4:心理言語学・認知モデリング(2)
B4-3,大規模言語モデルによる失語症の単語産出シミュレーション,森田早織|原田宥都|直江大河|沖村宰|大関洋平,,B4:心理言語学・認知モデリング(2)
B4-4,失語症者向け意思疎通支援者の会話方略の評価,嶋﨑百音|森田亜由美|葛西有代|木山幸子,,B4:心理言語学・認知モデリング(2)
B4-5,言語モデルの事前学習におけるバリエーションセットの効果,芳賀あかり|深津聡世|大羽未悠|AriannaBisazza|大関洋平,,B4:心理言語学・認知モデリング(2)
B4-6,作業記憶の発達的特性が言語獲得の臨界期を形成する,三田雅人|吉田遼|深津聡世|大関洋平,,B4:心理言語学・認知モデリング(2)
C4-1,早期うつ状態検出のためのマルチモーダル対話データセットに基づくうつ状態検出モデルの性能評価,柏原功太郎|高鍋俊樹|木内敬太|梅原英裕|入澤航史|中瀧理仁|沼田周助|康シン|吉田稔|松本和幸,,C4:マルチモーダル(2)
C4-2,A Survey of MultiModal Large Language Models,YahanYu|DuzhenZhang|ChenhuiChu,,C4:マルチモーダル(2)
C4-3,VLMを用いたドメイン特化生成画像の定量評価,岡部健太|遠藤隆夫|石上将太郎|中村光貴|仁平雅也|乙村浩太郎|羽藤淳平,,C4:マルチモーダル(2)
C4-4,画像言語モデルにおけるハルシネーションの発生とVisual Attention精度の関係の調査,富田雅代|林克彦|金子知適,,C4:マルチモーダル(2)
C4-5,マルチモーダル大規模言語モデルにおける工業製品画像の認識性能調査,遠藤隆夫|岡部健太|石上将太郎|中村光貴|仁平雅也|乙村浩太郎|羽藤淳平,,C4:マルチモーダル(2)
C4-6,オープンLLMによる翻訳を活用した日本語CLIPの開発,杉浦一瑳|栗田修平|小田悠介|河原大輔|岡崎直観,,C4:マルチモーダル(2)
D4-1,Improving an Assistive Robot's Conversations using Large-Language Model-driven Episodic Memory,AngelFernandoGarciaContreras|Wen-YuChang|河野誠也|Yun-NunCheng|吉野幸一郎,,D4:テーマセッション2: 人とAIの共生に向けた対話システム・言語使用の研究(3)
D4-2,多面的なユーザ意欲を考慮したセールス対話データセットおよび対話システムの構築と評価,邊土名朝飛|馬場惇|佐藤志貴|赤間怜奈,,D4:テーマセッション2: 人とAIの共生に向けた対話システム・言語使用の研究(3)
D4-3,対話システムが共有する第三者情報に対するユーザの興味度推定モデルの構築,金山凜吾|三野星弥|石黒浩|吉川雄一郎,,D4:テーマセッション2: 人とAIの共生に向けた対話システム・言語使用の研究(3)
D4-4,大規模言語モデルによるポライトネス理論の検証,高橋哲朗|宇佐美まゆみ,,D4:テーマセッション2: 人とAIの共生に向けた対話システム・言語使用の研究(3)
D4-5,心理臨床のカウンセラーと対話システムの比較：支援における「個別化の原則」に基づく予備的検討,長岡千賀,,D4:テーマセッション2: 人とAIの共生に向けた対話システム・言語使用の研究(3)
E4-1,線形判別分析の PU 学習による朝日歌壇短歌の分析,加藤真大|浦川通|田口雄哉|新妻巧朗|田森秀明|羽根田賢和|坂口慶祐|持橋大地,,E4:テーマセッション6: 人文学と言語処理(4)
E4-2,データドリブンな文章構造と情報伝達の抽出手法,本那真一|村山太一|松井暉,,E4:テーマセッション6: 人文学と言語処理(4)
E4-3,古事類苑の知識グラフ化と言語リソースとしての活用,上松大輝|武田英明|山田奨治|相田満,,E4:テーマセッション6: 人文学と言語処理(4)
E4-4,エイゼンシュテインのモンタージュに含まれる要素,高橋速巳,,E4:テーマセッション6: 人文学と言語処理(4)
P4-1,Bayesian Linear Mixed Model を用いた単語習得時期推定,浅原正幸,,P4:ポスター
P4-2,大規模言語モデルにおける語彙関数知識の類推推論による検討,楊宇軒|郭凱|河野優輝|ルパージュイヴ,,P4:ポスター
P4-3,ニューラル単語アライメントに基づく言い換え知識獲得,近藤里咲|梶原智之|二宮崇,,P4:ポスター
P4-4,日本語の関係節におけるWeak Crossover現象の非構造的要因を制御した経験的検証,福島遥|DanielPlesniak|戸次大介,,P4:ポスター
P4-5,"Dispersion Measures as Predictors of Lexical Decision Time, Word Familiarity, and Lexical Complexity",AdamNohejl|渡辺太郎,,P4:ポスター
P4-6,"In search of efficient, parsing-free encodings of word structure: efficacy comparison among n-grams, skippy n-grams and extended skippy n-grams against on noun classification tasks",黒田航,,P4:ポスター
P4-7,認知負荷の最適化戦略としての自由語順と項省略,梶川康平|磯野真之介|窪田悠介|大関洋平,,P4:ポスター
P4-8,固有名詞の音象徴の機械学習による検討ーポケモンの名前を材料にしてー,新田直弘|久野雅樹,,P4:ポスター
P4-9,認知言語学的イメージスキーマの生成と解釈における大規模言語モデルと画像生成モデルの評価,本田恭平|松﨑孝介|吉田遥音|坂口慶祐,,P4:ポスター
P4-10,自閉スペクトラム症の眼球運動による言語モデルのファインチューニング,前田ありさ|大関洋平,,P4:ポスター
P4-11,LLMはASD小児と定型発達小児が作成したストーリーを識別できるか？,河野真有香|平尾悠太朗|MonicaPerusquía-Hernández|内山英昭|上垣外英剛|清川清,,P4:ポスター
P4-12,社会的承認によって定義された心があるAI：評価方法と有効性の基礎検討,飯田愛結|大澤正彦,,P4:ポスター
P4-13,埋め込みベクトルを用いた動詞の意味の粒度分析と共起関係,森下裕三,,P4:ポスター
P4-14,アジア地域における英語学習者の英語使用の特徴,藤野沙也加|久野雅樹,,P4:ポスター
P4-15,行為要求発話の修辞機能分析－親子会話におけるやり取りに着目して－,田中弥生|居關友里子,,P4:ポスター
P4-16,フレーム意味論に基づく言及先情報を含むSNS投稿の事実忠実度のアノテーション,遠田哲史|吉永直樹|豊田正史,,P4:ポスター
P4-17,大規模言語モデルとISAアプローチ,荒井柚月|津川翔,,P4:ポスター
P4-18,系列ラベリングを用いた日本語の比喩表現抽出,GanbatNaranbuuvei|尾崎太亮|古宮嘉那子|浅原正幸,,P4:ポスター
P4-19,BERT ベクトルを用いたオノマトペ由来の新動詞の検出,古宮嘉那子|宇野良子|浅原正幸,,P4:ポスター
P4-20,LLMのふるまいの理解における理想化された科学モデルの有用性について,平岡太郎|菅原朔,,P4:ポスター
P4-21,言語モデルのふるまいと多重実現,坪井祥吾|菅原朔,,P4:ポスター
P4-22,分類語彙表の基本義を利用した日本語メタファー検出,ZHUHANG|古宮嘉那子|浅原正幸,,P4:ポスター
P4-23,言語一般の計測を目指して: サブワードと分散意味論に基づく言語の複雑性計測,中山拓人,,P4:ポスター
P4-24,言語研究における科学的理解と言語モデル,鈴木陽登|菅原朔,,P4:ポスター
P4-25,文学批評から大規模言語モデルへ―単語埋め込みの組み換えによる文学テクスト解釈の試み,橋本健広,,P4:ポスター
Q4-1,Semantic feature engineering for in-context AutoML,AfonsoLourenço|寛彰金月|司睦田原|GoretiMarreiros,,Q4:ポスター
Q4-2,大規模言語モデルのタスク特化ドメイン適応における知識獲得効率に関する初期検討,小林和馬|相澤彰子,,Q4:ポスター
Q4-3,Ruri: 日本語に特化した汎用テキスト埋め込みモデル,塚越駿|笹野遼平,,Q4:ポスター
Q4-4,医療分野に特化した日本語の小規模言語モデルの開発,渡辺翔吾|連乃駿|今岡幸弘|飯原弘二,,Q4:ポスター
Q4-5,疎なパラメータを用いて大規模言語モデルを効率よくFine-Tuneする手法の提案,原田慎太朗|山崎智弘|吉田尚水,,Q4:ポスター
Q4-6,LLM事前学習の効率化と性質改善： 埋め込み層および出力層のパラメータ固定による再利用,李宰成|矢野一樹|高橋良允|柴田圭悟|池田航|鈴木潤,,Q4:ポスター
Q4-7,LoRAを活用した言語モデルの中間層蒸留,鈴木偉士|山田寛章|徳永健伸,,Q4:ポスター
Q4-8,大規模言語モデルを利用したnetlistによる回路生成,島田優斗|竹内孔一,,Q4:ポスター
Q4-9,Mixture-of-Expertsの悲観的な統合による頑健な自然言語理解,本多右京|岡達志|張培楠|三田雅人,,Q4:ポスター
Q4-10,モデル拡張によるパラメータ効率的な LLM の事前学習,矢野一樹|伊藤拓海|鈴木潤,,Q4:ポスター
Q4-11,大規模言語モデルのためのアライメントデータ合成手法の実験的評価,坂本充生|陣内佑|森村哲郎|阿部拳之|蟻生開人,,Q4:ポスター
Q4-12,対訳構造の指示調整は言語間転移を促進するのか？,佐藤美唯|西潟優羽|秋信有花|倉林利行|倉光君郎,,Q4:ポスター
Q4-13,言語構造の数理分析のための代数統計的アプローチ試論,前田晃弘|鳥居拓馬|日髙昇平,,Q4:ポスター
Q4-14,LLM間と問題間の類似度制約を加えたLLMの性能推定,田村拓也|矢野太郎|榎本昌文|小山田昌史,,Q4:ポスター
Q4-15,真面目 LLM と不真面目 LLM で推論能力は変わるか？,堀尾海斗|河原大輔,,Q4:ポスター
Q4-16,いくつかの意味論的なタスクにおける単一事例規範と対照学習規範の併用,小早川健|塩田雄大|望月貴裕,,Q4:ポスター
Q4-17,Padding vs. Packing: 大規模言語モデルのファインチューニングにおける学習効果の検証,塩野大輝|田中涼太|宮脇峻平|工藤慧音|鈴木潤,,Q4:ポスター
Q4-18,Transformer LLMの内部挙動改善：隠れ状態ベクトルの数値的収束性の向上,柴田圭悟|高橋良允|矢野一樹|李宰成|池田航|鈴木潤,,Q4:ポスター
Q4-19,日本語大規模言語モデルの有用性と安全性の両立に向けたチューニング手法の検証,勝又智|児玉貴志|宮尾祐介,,Q4:ポスター
Q4-20,低資源言語のための辞書を用いた言語間語彙転移,坂上温紀|JustinVasselli|井手佑翼|坂井優介|YingtaoTian|上垣外英剛|渡辺太郎,,Q4:ポスター
Q4-21,情報圧縮を用いた訓練データの重複削減,堤田恭太|村瀬文彦|三谷陽,,Q4:ポスター
Q4-22,話者スタイル抽出と対話フロー生成に基づく対話データ拡張手法,斉志揚|稲葉通将,,Q4:ポスター
Q4-23,Jellyfish: データ前処理のためのLLM,張皓辰|董于洋|肖川|小山田昌史,,Q4:ポスター
Q4-24,トークン・次元・層の3つの観点とクロスファインチューンによるBERTモデル冗長性の解明,福畠汐音|狩野芳伸,,Q4:ポスター
Q4-25,Leveraging Sentiment Adjectives in Instruction Tuning of LLMs for Zero-Shot Sentiment Classification,趙陽|村岡雅康|吉田一星|BishwaranjanBhattacharjee|金山博,,Q4:ポスター
A5-1,層の冗長性と層同士の独立性に基づく言語モデルの層交換の成否の特徴づけ,小林春斗|原知正|鴨田豪|横井祥,,A5:NLPモデルの解釈可能性・分析(1)
A5-2,束縛変項照応を用いた大規模言語モデルのプロービング,松岡大樹|盧捷|小林純一朗|川崎義史|大関洋平|谷中瞳,,A5:NLPモデルの解釈可能性・分析(1)
A5-3,"Tracing the Roots of Facts in Multilingual Language Models: Independent, Shared, and Transferred Knowledge",趙信|吉永直樹|大葉大輔,,A5:NLPモデルの解釈可能性・分析(1)
A5-4,プロンプトに基づくテキスト埋め込みのタスクによる冗長性の違い,塚越駿|笹野遼平,,A5:NLPモデルの解釈可能性・分析(1)
A5-5,定数精度浮動小数点 Transformer Decoder が認識する言語の有限性・余有限性,根岸直生|谷口雅弥|坂口慶祐|乾健太郎,,A5:NLPモデルの解釈可能性・分析(1)
A5-6,知識編集が confidence calibration へ与える影響,長谷川遼|坂井優介|上垣外英剛|渡辺太郎,,A5:NLPモデルの解釈可能性・分析(1)
B5-1,Point-of-Interest 推薦ための少数事例選択,西田遼|川原田将之|高村大也|大西正輝|石垣達也,,B5:言語処理応用
B5-2,関数単位の修正箇所特定によるリポジトリレベルのバグ修正,近藤瑞希|河原大輔|倉林利行,,B5:言語処理応用
B5-3,多言語音声転写アプリとAIによる外国語授業の自己分析―Multilingual Voice-to-Text Appの開発,砂岡和子|徐勤,,B5:言語処理応用
B5-4,ソフトウェア高速化を対象としたLLMとSLMの言語処理特性,飯塚康太|吉藤尚生,,B5:言語処理応用
B5-5,大規模言語モデルを用いた我が国の対米外交における調書作成支援システム,原田武夫,,B5:言語処理応用
B5-6,ChatGPTを活用した高知県観光支援システムの構築,廣瀬水咲|井佐原均,,B5:言語処理応用
C5-1,トラッキングデータからのサッカー実況生成,染谷大河|石垣達也|高村大也,,C5:テキスト生成
C5-2,拡散モデルを用いたテキスト生成における「崩壊問題」と時刻埋め込みの影響,野坂瞭太|松崎拓也,,C5:テキスト生成
C5-3,製造業で取り扱う実データを対象としたRAGの改善,柴田健吾|梶田久貴|杉本崚|森田克明,,C5:テキスト生成
C5-4,大規模言語モデルによる時系列行動セグメンテーションの精度向上,捧蓮|曲佳|三輪祥太郎,,C5:テキスト生成
C5-5,ChatGPTを用いた教育的ノベルゲーム,赤田直弥|村田真樹,,C5:テキスト生成
C5-6,LLM as a Debate Judge: 学習者ディベーターへの自動フィードバック生成,尾崎大晟|市野敬介|松田拓|久保健治|内藤昭一|山口健史|天野祥太朗|井之上直也|中川智皓|新谷篤彦,,C5:テキスト生成
D5-1,構成性の度合いはカオスの縁で最も高くなる ---ESNモデルとTopSim指標を用いたケーススタディ---,上田亮,,D5:テーマセッション5: 言語とコミュニケーションの創発(1)
D5-2,メッセージの階層構造を把握するための parsing action がランダムではないのはなぜか？,加藤大地|上田亮|宮尾祐介,,D5:テーマセッション5: 言語とコミュニケーションの創発(1)
D5-3,音声信号から文字記号を創り出す ―深層ベイズに基づく教師なし表現学習によるアプローチ―,髙橋舜|金崎朝子|須田仁志|SaktiSakriani,,D5:テーマセッション5: 言語とコミュニケーションの創発(1)
D5-4,RNNの回帰行列を凍結しても統語構造の獲得は損なわれない,上田亮|栗林樹生|神藤駿介|乾健太郎,,D5:テーマセッション5: 言語とコミュニケーションの創発(1)
D5-5,キャプション生成ゲームを通じた複数の視覚言語モデルのベイズ的統合,松井悠太|山木良輔|上田亮|品川政太朗|谷口忠大,,D5:テーマセッション5: 言語とコミュニケーションの創発(1)
D5-6,共通基盤の構築に寄与する認知機能:モジュラー生成モデルによるシミュレーション,馬場龍之介|森田純哉|天谷武琉|東中竜一郎|竹内勇剛,,D5:テーマセッション5: 言語とコミュニケーションの創発(1)
E5-1,決算短信における見通し文と結果文のアラインメント,平松悠太|小川泰弘|外山勝彦,,E5:テーマセッション1: 金融・経済ドメインのための言語処理(1)
E5-2,Decoding Sentiment: Predicting Stock Returns from Japanese 10-K Reports with Advanced Large Language Models,山崎高弘|中筋萌|岡田克彦|月岡靖智,,E5:テーマセッション1: 金融・経済ドメインのための言語処理(1)
E5-3,Word-level Polarity is All You Need?: 解釈可能なニューラルネットワークモデルを利用した単語極性変換による効率的な金融センチメント適合,伊藤友貴,,E5:テーマセッション1: 金融・経済ドメインのための言語処理(1)
E5-4,銘柄テキスト情報と銘柄数値情報をハイブリッド活用した企業間類似度の獲得,平松賢士|伊藤友貴,,E5:テーマセッション1: 金融・経済ドメインのための言語処理(1)
E5-5,バリューモデルを活用したサステナビリティ情報抽出： LLMにおける未抽出情報の検証,中尾悠利子|石野亜耶|國部克彦|須貝フィリップ,,E5:テーマセッション1: 金融・経済ドメインのための言語処理(1)
E5-6,エネルギー関連コモディティ先物市場におけるベージュブックテキストの実証分析,市川佳彦|高野海斗|中川慧,,E5:テーマセッション1: 金融・経済ドメインのための言語処理(1)
P5-1,読みにくい日本語文に対する係り受け解析・語順整序・読点挿入の同時実行とその評価,荒木駿介|大野誠寛|松原茂樹,,P5:ポスター
P5-2,レビュー情報を用いた LLM による観光地比較表生成,辻本陵|坪内孝太|山下達雄|松田裕貴|諏訪博彦|大内啓樹,,P5:ポスター
P5-3,Attention スコアの分布類似性を用いた大規模言語モデルの動作効率化および省メモリ化,谷口令|肖川|董于洋|小山田昌史|鬼塚真,,P5:ポスター
P5-4,意味、言語構造、言語の優位性を考慮した多言語文脈内学習,金子正弘|AjiAlhamFikri|TimothyBaldwin,,P5:ポスター
P5-5,二つの時系列データの関係を記述する自然言語文生成手法の実測データ適用への取り組み,中野由加子|小林一郎,,P5:ポスター
P5-6,ASCII CHALLENGE−LLMは画家になれるか−,吉田遥音|羽根田賢和|斉藤いつみ|坂口慶祐,,P5:ポスター
P5-7,文法を基いた逐次選択アプローチによるゲーム記述生成,田中恒彦|シモセラエドガー,,P5:ポスター
P5-8,正解保証を伴う思考プロセス付き合成データ生成による日本語大規模言語モデルの数学推論能力向上,岡田龍樹|平川雅人|大葉大輔,,P5:ポスター
P5-9,生成系タスクの自動評価においてチェックリストの使用は有効なのか？,古橋萌々香|中山功太|児玉貴志|菅原朔,,P5:ポスター
P5-10,判決書要約文の自動評価,新保彰人|山田寛章|徳永健伸,,P5:ポスター
P5-11,クエリ対応の事前要約を伴う大規模言語モデルによる企業事業概要生成,田村光太郎,,P5:ポスター
P5-12,医療事故・ヒヤリハットに関する要因・対策案生成ベンチマークの提案,長谷山優菜|伊藤友貴|坂地泰紀|野田五十樹,,P5:ポスター
P5-13,大規模音声認識モデルに基づく韻律・言語情報を考慮した音声感情認識,福田りょう|叶高朋|安藤厚志|小川厚徳,,P5:ポスター
P5-14,合成単語データを用いた低コスト高品質な音声認識のドメイン適応,小松秀輔|大西一誉|田中康紀|金道鉉|吉野幸一郎,,P5:ポスター
P5-15,タスク指向音声対話における大規模言語モデルを活用した柔軟な発話終了検知の検討,大竹真太|東佑樹|杉山雅和,,P5:ポスター
P5-16,Emotion-aware Speech-to-text Translation with Generative Error Correction,ZhengdongYang|ChenhuiChu,,P5:ポスター
P5-17,音声認識出力の曖昧性を考慮したMulti-task End-to-end音声翻訳と曖昧性の高い音声入力に対する頑健性の分析,胡尤佳|須藤克仁|中村哲|SakrianiSakti,,P5:ポスター
P5-18,対話履歴の LLM 埋め込みを用いた音声合成のスタイル制御,小島淳嗣|藤田雄介|水本智也|吉川克正,,P5:ポスター
P5-19,音声トークナイズが音声言語モデルの性能に与える影響の調査,神藤駿介|宮尾祐介|高道慎之介,,P5:ポスター
P5-20,ReShape Attentionによる音声と言語の基盤モデルの統合,叶高朋|小川厚徳|デルクロアマーク|チェンウィリアム|福田りょう|松浦孝平|芦原孝典|渡部晋治,,P5:ポスター
P5-21,二重分節構造モデルを用いた連続音声からの教師なし音素・単語・文法獲得,落合翔馬|齋藤一誠|長野匡隼|中村友昭,,P5:ポスター
P5-22,大規模言語モデルによるイベント知識グラフからのマルチターンfew-shot実況生成手法の検討,辻村有輝|江上周作|浅田真生|石垣達也|福田賢一郎|高村大也,,P5:ポスター
P5-23,LLM偽針混入テスト：誤抽出を考慮した情報抽出時の評価フレームワーク,叶内晨|深澤祐援|角野為耶|林翔太|小原正大,,P5:ポスター
Q5-1,Low-Overhead Disambiguation for Generative Linguistic Steganography via Tokenization Consistency,RuiyiYan|村脇有吾,,Q5:ポスター
